"","logFC","logCPM","F","PValue","FDR"
"ENSA",-0.870723222958745,7.48090662003038,94.1536911580118,6.3921406210154e-19,1.0493292789366e-17
"CD48",0.833480386080144,7.55182831237326,93.9042152054287,6.9930970334277e-19,1.14292466933995e-17
"PPP1R14B",-0.752351556055781,7.92176878776834,93.8782256124051,7.05889362774851e-19,1.14861821749767e-17
"C4orf46",0.811955239202994,10.0430162715563,93.7736859320746,7.3299213328398e-19,1.18751127270025e-17
"CCT5",-0.887241333692532,7.27212901959454,93.6232682883543,7.73842106432521e-19,1.24824096298463e-17
"CDC37",-0.724085514301735,7.85339389755907,93.0667179442929,9.46012745023803e-19,1.51935380261399e-17
"PRSS23",-1.19884061721036,7.19855838250124,94.0792232058252,9.725351003479e-19,1.55521776822875e-17
"RCC2",-0.814740157409199,7.71626722857101,91.8578338081668,1.46532117095209e-18,2.33319379580783e-17
"CLEC10A",0.733721754566789,8.64948668192444,91.7897344103938,1.50196481616732e-18,2.38132028546186e-17
"LAPTM4A",-0.950460939656292,7.18904825112621,91.5681037482439,1.62774687782123e-18,2.56976209221989e-17
"SH3BGRL3",-1.01106025397912,8.08017638292299,92.4097809142298,1.91833819292108e-18,3.01569266768526e-17
"HDGF",-0.839668645852008,7.56642486737889,90.7224473514335,2.21351399558722e-18,3.46503667663653e-17
"TECR",-0.934089226252787,7.20523656305246,90.4161321737733,2.47472130429604e-18,3.85765379787324e-17
"DVL1",-0.741885947196323,7.75683348354975,90.3386854731395,2.54555267250451e-18,3.95146460878314e-17
"SPOCK2",0.897837695014739,7.76177880255095,89.785617577033,3.11452979909476e-18,4.81454398110065e-17
"TNFRSF13C",1.09386386862729,8.05645981232709,90.2593415002857,3.50578517814607e-18,5.3968726186398e-17
"LIMD2",1.21682538589437,7.86129757408056,90.4285755112078,3.87735058311806e-18,5.94420275345785e-17
"CEBPD",-1.22096407670832,7.97890247597779,90.9355728869118,3.93842836142837e-18,6.01299144892974e-17
"STK24",-0.768945931404329,7.48371638177217,88.9817201942761,4.17843834260009e-18,6.35328125042882e-17
"ELOA2",0.820682890137691,8.56602643563359,88.9025584512745,4.30129327762059e-18,6.51338696325404e-17
"CD44",-1.02177580479269,8.82995300476875,89.0903475261368,5.84530867631323e-18,8.81548584923662e-17
"UTF1",0.732262980576758,8.60446652185926,87.6281539433367,6.86507803890815e-18,1.03115139774693e-16
"EIF3B",-0.942600121070088,7.10181571237597,87.3043041793153,7.73351138777041e-18,1.15690835679952e-16
"EIF4A3",-0.81700922702141,7.36657840830647,87.1762842750822,8.10664951303636e-18,1.20785822061706e-16
"USP17L15",0.921281750684405,8.4296343292381,86.7039084349678,9.64776593563076e-18,1.4317284648476e-16
"ITGB1",-1.13168629982341,7.91166456194115,88.2471656330649,9.75161922393375e-18,1.44137479365714e-16
"AK2",-0.812262294407308,7.71364886052257,86.5869848170404,1.00728816455595e-17,1.4829520200407e-16
"GPNMB",-1.37155201176935,7.87178025060289,88.1849319581162,1.07198501716675e-17,1.57196221884926e-16
"OS9",-0.791738486439001,7.47685768152332,86.2848884961855,1.12608633288412e-17,1.64479539173232e-16
"EIF4G2",-0.806062694288035,8.07417235939015,86.1354548488452,1.18997953331553e-17,1.73130355631396e-16
"RBX1",-0.890829695998664,7.34586014741943,86.0139691207438,1.24461002464371e-17,1.80371218415163e-16
"IVNS1ABP",-0.780260113968531,7.87317226872271,85.9921292970917,1.25469615441822e-17,1.81125398166988e-16
"GPAT2",0.682074616591544,8.55262397612871,85.9693895989245,1.26528550583264e-17,1.8194609405578e-16
"CD37",1.46680196248324,7.85586679050344,87.4760257455225,1.33915137054387e-17,1.91804389913941e-16
"YWHAB",-0.777072057376516,7.72896431722954,85.8057776601308,1.34418170829177e-17,1.91804389913941e-16
"ITGAL",0.969896261567652,7.60304681455674,85.6104036969765,1.44492557383627e-17,2.0538980379052e-16
"NDUFA1",-0.822265942759846,7.54521818134486,85.5245327146609,1.49158247501735e-17,2.11212632912762e-16
"CNBP",-0.714241044654504,7.79924772578862,85.4812643680525,1.51566468995574e-17,2.13806692005163e-16
"GMPS",-0.845885991954459,7.20952137830428,85.3156793696098,1.61150556583414e-17,2.26465365501691e-16
