"","gene","logFC_PFL_TLS_inRCC_vs_LSCC","FDR_PFL_TLS_inRCC_vs_LSCC","F_PFL_TLS_inRCC_vs_LSCC","sig","selected"
"1","BAP1",1.16036232213011,5.28244079658323e-05,34.6574245803799,"PFL_TLS_inRCC_vs_LSCC","sig_TLS"
"2","KLF1",0.943905585157185,0.000683796237097124,27.4661874589157,"both","exclude"
"3","HIBCH",0.926984912950367,0.000926840196353454,25.9313818806564,"PFL_TLS_inRCC_vs_LSCC","sig_TLS"
"4","SHLD1",0.72603244276229,0.0151411839192326,18.5929654633084,"both","exclude"
"5","TMOD1",0.904244784766521,0.0151411839192326,18.4787495363154,"both","exclude"
"6","CCL2",1.96378208401465,0.0151411839192326,18.4472353997871,"both","both_TLS"
"7","ZKSCAN2",0.745197439097019,0.0151411839192326,18.2550331088443,"both","exclude"
"8","SGCD",0.929562217355436,0.0203022088153066,17.3779916097293,"both","exclude"
"9","PREP",0.792830459331705,0.0275045503274663,16.5171902534392,"PFL_TLS_inRCC_vs_LSCC","sig_TLS"
"10","RAG1",0.791437890621125,0.0300065235644189,15.853458602593,"both","exclude"
"11","RIT2",0.732124865723792,0.0300065235644189,15.6024871178676,"both","exclude"
"12","RUSC1",0.699787432631377,0.0300065235644189,15.5639224909574,"both","exclude"
"13","CCDC184",-0.786873459898643,0.0300065235644189,15.5116224776731,"both","both_TLS"
"14","SEC63",0.703212142658924,0.0300065235644189,15.4441544351116,"both","opposite"
"15","KCNH1",0.744689856244943,0.0339170768057268,15.0577109162869,"both","exclude"
"16","B3GNT2",0.754911263082078,0.0343228623588317,14.9037842114524,"both","exclude"
"17","TGFB1I1",0.735088691913485,0.0364082376705734,14.6017240781675,"PFL_TLS_inRCC_vs_LSCC","sig_TLS"
"18","ANKRD28",0.79960170158789,0.0364082376705734,14.5484851183849,"both","exclude"
"19","DEPP1",1.33988104258624,0.0380826970221558,14.3695222311453,"both","both_TLS"
"20","PGBD5",0.921229789681552,0.0380826970221558,14.2471028074501,"both","exclude"
"21","CALD1",0.947741670075771,0.0396822267739376,14.0671410908474,"both","exclude"
"22","CNPY2",-0.561693820339855,0.0509265818535194,13.4766693708377,"both","exclude"
"23","GBP5",0.831732178677177,0.0721538650080417,12.6883648560723,"both","opposite"
"24","SFRP2",-2.15539555385549,0.0721538650080417,12.601273015464,"PFL_TLS_inRCC_vs_LSCC","sig_TLS"
"25","CASP1",-0.647974189445618,0.0721538650080417,12.599858460963,"PFL_TLS_inRCC_vs_LSCC","sig_TLS"
"26","EFCC1",0.649954491564969,0.074384926688332,12.3952997873688,"both","exclude"
"27","HMOX1",0.922569997077984,0.0753409081702341,12.3087354991626,"both","exclude"
"28","COL6A3",-1.04415111451059,0.078232237893409,12.1697579484011,"PFL_TLS_inRCC_vs_LSCC","sig_TLS"
"29","CSNK1G2",0.559645837813889,0.0804760020163797,12.0254771696901,"both","exclude"
"30","PPP4R3A",0.57241336580193,0.0825039476983433,11.8701646551462,"both","exclude"
"31","INSL4",0.661053925474643,0.0825039476983433,11.8456947079755,"both","exclude"
"32","BHMT2",0.845587966376881,0.0840279282029887,11.7475636365596,"both","exclude"
"33","CXCL9",1.15418801783836,0.0840749752714676,11.7123200759224,"both","opposite"
"34","ATF4",-0.692975354034694,0.0847454422662755,11.6121834172479,"both","exclude"
"35","SCGB1D1",0.583487213218181,0.0896861384885743,11.3872262467621,"both","exclude"
"36","BMERB1",-0.655011042049869,0.0896861384885743,11.3867892144261,"both","both_TLS"
"37","EMP1",0.666376874987665,0.0896861384885743,11.3284383761778,"both","exclude"
"38","CASR",0.628708785364108,0.0896861384885743,11.2841200010307,"both","exclude"
"39","CCT2",0.628966635681727,0.092179677988764,11.1708336666201,"PFL_TLS_inRCC_vs_LSCC","sig_TLS"
"40","RAB1B",-0.608801764020873,0.092179677988764,11.0322280686591,"both","exclude"
"41","KLHL32",0.601128823772564,0.092179677988764,11.0320908743199,"both","exclude"
"42","IL3",0.657034664037848,0.092179677988764,11.0183211390767,"both","exclude"
"43","MPC1L",0.723596355338216,0.092179677988764,10.9898924302048,"both","exclude"
"44","F13A1",0.884866959022447,0.0943187867207698,10.8971834821663,"both","exclude"
"45","HRNR",0.655168881811493,0.0943187867207698,10.8088495169342,"both","exclude"
"46","MYH11",0.750219391008903,0.0943187867207698,10.7841669343909,"both","exclude"
"47","IL17F",0.598368960438054,0.0943187867207698,10.7724935027488,"both","exclude"
"48","SFTPB",-2.48644378970509,0.0952340970014513,10.7047981861533,"both","exclude"
"49","THBS2",0.638598045128538,0.0952340970014513,10.6444177241875,"both","exclude"
"50","AEBP1",1.0741314812221,0.0952340970014513,10.6577248830975,"both","exclude"
"51","IDO1",0.621946345647299,0.105655759470569,10.3944263187039,"none","none"
"52","IL5",0.594971646228774,0.105776800168624,10.3546845810177,"par_inRCC_vs_LSCC","none"
"53","CLDN16",0.598865242430681,0.112520172686806,10.1985945668101,"par_inRCC_vs_LSCC","none"
"54","CD99",-0.606768566143058,0.118277464526567,10.0483769436574,"par_inRCC_vs_LSCC","none"
"55","P3H4",0.543663376580377,0.118277464526567,10.0310405584012,"par_inRCC_vs_LSCC","none"
"56","FBH1",0.554779947528936,0.12027941587159,9.95333726622445,"none","none"
"57","MEIKIN",0.677388643578818,0.12027941587159,9.93000999839048,"par_inRCC_vs_LSCC","none"
"58","PPIG",0.878209443967825,0.124221359364526,9.84734455048469,"none","none"
"59","COL1A1",-1.4365374770945,0.12826724610072,9.7492366935426,"par_inRCC_vs_LSCC","none"
"60","LRP2",0.776187140438951,0.12826724610072,9.70798401055808,"par_inRCC_vs_LSCC","none"
"61","NOSTRIN",0.581295862874249,0.136204091617956,9.53322681935484,"par_inRCC_vs_LSCC","none"
"62","NR0B1",0.652746318378727,0.136204091617956,9.42431788820911,"par_inRCC_vs_LSCC","none"
"63","SRRM2",-0.587522367194816,0.136204091617956,9.40560903273687,"par_inRCC_vs_LSCC","none"
"64","PRR5",-0.622630073950967,0.136204091617956,9.40243058213684,"par_inRCC_vs_LSCC","none"
"65","AQP2",0.618024116966401,0.136204091617956,9.37037285273316,"par_inRCC_vs_LSCC","none"
"66","SNCB",0.545917350350492,0.136204091617956,9.36787023833588,"par_inRCC_vs_LSCC","none"
"67","C11orf96",1.02337925921211,0.136204091617956,9.35177684890132,"par_inRCC_vs_LSCC","none"
"68","NBL1",-0.561937041926092,0.136204091617956,9.33483432147076,"par_inRCC_vs_LSCC","none"
"69","TFAP2B",0.608238056605433,0.136204091617956,9.30610270067358,"par_inRCC_vs_LSCC","none"
"70","DERL3",-1.35944418860117,0.136204091617956,9.31821487306784,"none","none"
"71","COL1A2",-1.25759060112679,0.136204091617956,9.29022214538312,"par_inRCC_vs_LSCC","none"
"72","MRAP",0.563714136782586,0.137950993343125,9.2200205457515,"par_inRCC_vs_LSCC","none"
"73","PPM1B",-0.577458350654518,0.138764214150788,9.18251284541007,"par_inRCC_vs_LSCC","none"
"74","H3-3A",-0.591869460004601,0.139058518871485,9.1422840290792,"par_inRCC_vs_LSCC","none"
"75","FGL2",0.811981993883857,0.139058518871485,9.12696811587841,"par_inRCC_vs_LSCC","none"
"76","PRKCI",0.491571534140618,0.141580589516643,9.06166185802277,"none","none"
"77","IRF1",0.723473707048061,0.141580589516643,9.00515863169933,"none","none"
"78","PROX1",0.659560884408572,0.141580589516643,8.98728446967827,"par_inRCC_vs_LSCC","none"
"79","TNNC2",0.550019190599127,0.141580589516643,8.95508386992558,"par_inRCC_vs_LSCC","none"
"80","CGRRF1",0.449567845521927,0.141580589516643,8.95080820697473,"par_inRCC_vs_LSCC","none"
"81","CIAO1",0.558579611962841,0.141580589516643,8.94632098936683,"par_inRCC_vs_LSCC","none"
"82","MAGEF1",0.586083921460257,0.152165644798617,8.78612383844376,"none","none"
"83","CCDC107",-0.537279184630845,0.155000238773294,8.72814565529839,"par_inRCC_vs_LSCC","none"
"84","UBALD1",-0.571805359138197,0.155424794044459,8.70026746213058,"par_inRCC_vs_LSCC","none"
"85","CNOT4",0.562066691621525,0.164023329938311,8.575927053553,"par_inRCC_vs_LSCC","none"
"86","POLD4",-0.585578531355799,0.167480875402941,8.51437078803916,"none","none"
"87","KRTAP12-3",-0.716544816252122,0.167593735488417,8.48561348489202,"par_inRCC_vs_LSCC","none"
"88","CLIP1",0.539738357743482,0.167593735488417,8.46966164158866,"none","none"
"89","LBX1",0.658145690507409,0.17432165921702,8.37403783751685,"par_inRCC_vs_LSCC","none"
"90","C9orf152",0.548490210440161,0.178432242680047,8.3039556190875,"par_inRCC_vs_LSCC","none"
"91","CCNA1",0.564429281784432,0.178432242680047,8.2882026468631,"par_inRCC_vs_LSCC","none"
"92","POLR3F",0.621973676174817,0.181289291043529,8.23769899122192,"par_inRCC_vs_LSCC","none"
"93","IPO5",0.564128937411255,0.183292202605768,8.19666853120301,"par_inRCC_vs_LSCC","none"
"94","TMEM250",-0.545530031292851,0.18713526389315,8.1209469632725,"par_inRCC_vs_LSCC","none"
"95","FGD3",-0.748879974236085,0.18713526389315,8.1222985327382,"none","none"
"96","CCN2",1.27619250556767,0.190373927195693,8.08124678167108,"none","none"
"97","SPRYD4",0.574735857822816,0.192285749451704,8.0274937679046,"none","none"
"98","SLC50A1",-0.629848867186035,0.19335569983213,7.98483595348513,"par_inRCC_vs_LSCC","none"
"99","FRG1",-0.567010395848013,0.19335569983213,7.97878327899774,"par_inRCC_vs_LSCC","none"
"100","UROS",0.552651074251394,0.203998942249233,7.85600825021775,"par_inRCC_vs_LSCC","none"
"101","PRMT8",-0.719369915555019,0.203998942249233,7.8245947131907,"par_inRCC_vs_LSCC","none"
"102","RGS1",0.939716459929202,0.203998942249233,7.81963076760498,"none","none"
"103","ICAM1",0.657542438305965,0.203998942249233,7.80419098739811,"none","none"
"104","CD1B",0.495536474521048,0.205722042035766,7.77038413202527,"par_inRCC_vs_LSCC","none"
"105","TAGLN",1.06282057436621,0.209792300830726,7.72120897688595,"none","none"
"106","CXCL13",-1.46662288701027,0.209792300830726,7.71247082155372,"none","none"
"107","DDX39B",-0.555426683371235,0.211902857202827,7.64174607373575,"par_inRCC_vs_LSCC","none"
"108","UBE2V1",0.426050465855877,0.211902857202827,7.63146574526785,"par_inRCC_vs_LSCC","none"
"109","SRSF2",-0.550926738810476,0.211902857202827,7.62736651499181,"par_inRCC_vs_LSCC","none"
"110","HAGHL",-0.57271164207719,0.215990612258895,7.57469199959178,"none","none"
"111","MLEC",0.483763835045627,0.219250102744548,7.52990689141215,"par_inRCC_vs_LSCC","none"
"112","COL3A1",-1.54327045433491,0.22035140741528,7.50893931218522,"par_inRCC_vs_LSCC","none"
"113","PXN",0.580971550623634,0.22035140741528,7.48650835443536,"par_inRCC_vs_LSCC","none"
"114","CCDC38",0.522920455720684,0.22035140741528,7.47090961490435,"par_inRCC_vs_LSCC","none"
"115","SLC25A20",0.509681982199765,0.229888616042515,7.37584921165868,"par_inRCC_vs_LSCC","none"
"116","SAA4",0.579119721236334,0.233417953103249,7.33145382841854,"par_inRCC_vs_LSCC","none"
"117","MAT2B",-0.500200772824052,0.237272374633244,7.2818024782088,"none","none"
"118","CD14",0.70842394367608,0.237272374633244,7.26931428491633,"none","none"
"119","XAB2",0.492621137894822,0.239898808910251,7.21928553061365,"none","none"
"120","POU2F3",0.535035846021458,0.239898808910251,7.21772430525004,"par_inRCC_vs_LSCC","none"
"121","GAL3ST1",0.836599284106878,0.242915016600426,7.17948228034465,"par_inRCC_vs_LSCC","none"
"122","POSTN",-1.0966775098705,0.246804480818071,7.13678940779857,"none","none"
"123","SLBP",0.456360365361824,0.246804480818071,7.10725178948032,"par_inRCC_vs_LSCC","none"
"124","LIN28A",-0.518284671153384,0.246804480818071,7.0928899128401,"par_inRCC_vs_LSCC","none"
"125","NRP1",0.734630286628459,0.246804480818071,7.08096453325034,"par_inRCC_vs_LSCC","none"
"126","REC114",0.545618626833467,0.246804480818071,7.07482693374503,"par_inRCC_vs_LSCC","none"
"127","TRIM2",0.521972274654314,0.251773407776549,7.01286961095419,"par_inRCC_vs_LSCC","none"
"128","ATP5PD",0.493946040604244,0.251773407776549,7.00887004073481,"none","none"
"129","TMEM230",0.46112696201167,0.252085588440518,6.97794059656523,"none","none"
"130","SAMD10",-0.619214706288619,0.252085588440518,6.96543696382258,"par_inRCC_vs_LSCC","none"
"131","FHL2",0.709832203268577,0.252085588440518,6.96396972637147,"par_inRCC_vs_LSCC","none"
"132","FUT9",0.464321227751437,0.255019096712333,6.89597423060552,"par_inRCC_vs_LSCC","none"
"133","TPSAB1",-0.897683562525527,0.255019096712333,6.89884861018933,"none","none"
"134","SP140L",-0.532575557309721,0.255019096712333,7.11409892294926,"none","none"
"135","MMP2",-1.07518310841292,0.255019096712333,6.88621879274901,"par_inRCC_vs_LSCC","none"
"136","PTP4A3",-0.531213282410495,0.255019096712333,6.85415854369912,"par_inRCC_vs_LSCC","none"
"137","LRMDA",0.513718125284623,0.255019096712333,6.84913066130911,"par_inRCC_vs_LSCC","none"
"138","LHFPL6",0.63573831313321,0.255019096712333,6.8313275134851,"par_inRCC_vs_LSCC","none"
"139","STX1B",-0.574390379490733,0.255019096712333,6.81896185846088,"par_inRCC_vs_LSCC","none"
"140","SLU7",0.537647837595752,0.255019096712333,6.81115942958811,"par_inRCC_vs_LSCC","none"
"141","IL17A",0.585579803935409,0.255019096712333,6.80685476254151,"par_inRCC_vs_LSCC","none"
"142","FAAH2",0.519331261622097,0.256026766762528,6.77771257977269,"par_inRCC_vs_LSCC","none"
"143","TFIP11",0.469211724662536,0.256026766762528,6.77367464901055,"par_inRCC_vs_LSCC","none"
"144","NSUN5",-0.507078635756302,0.256864542788648,6.75484539350555,"none","none"
"145","PTGES3",0.575278095289172,0.261902077064933,6.70641550605296,"none","none"
"146","P4HB",-0.652038089476787,0.266609407975977,6.65089542345868,"par_inRCC_vs_LSCC","none"
"147","OR4A47",0.516802175084713,0.266609407975977,6.64469039366754,"par_inRCC_vs_LSCC","none"
"148","INHBE",0.458023162737112,0.266609407975977,6.63134474967566,"none","none"
"149","ZNF616",-0.736294128785309,0.266609407975977,6.62780940186517,"par_inRCC_vs_LSCC","none"
"150","AIF1",0.572148028208697,0.267420797730672,6.59314291312251,"par_inRCC_vs_LSCC","none"
"151","OR2A1",-0.627854163594904,0.267420797730672,6.58686991743314,"par_inRCC_vs_LSCC","none"
"152","DNAH14",0.479629797921806,0.267420797730672,6.58159534369821,"par_inRCC_vs_LSCC","none"
"153","PRMT1",-0.521339424895833,0.267739794737124,6.55568159646112,"par_inRCC_vs_LSCC","none"
"154","SMYD5",0.493000177253412,0.267739794737124,6.52619504544246,"par_inRCC_vs_LSCC","none"
"155","ATF3",0.618306125962092,0.267739794737124,6.51935859503571,"none","none"
"156","NICN1",-0.494829242510856,0.267739794737124,6.51333043937773,"par_inRCC_vs_LSCC","none"
"157","FAM133A",0.555226385304864,0.267739794737124,6.51065559154235,"none","none"
"158","IFT88",0.579291092487616,0.267739794737124,6.50847586907303,"par_inRCC_vs_LSCC","none"
"159","SPAG8",0.48896406988108,0.271447241758548,6.4717558818539,"par_inRCC_vs_LSCC","none"
"160","C1QC",1.15317319586833,0.27662886132819,6.4359067419092,"none","none"
"161","EPHA7",0.533468609602022,0.276839373856474,6.39342429483519,"par_inRCC_vs_LSCC","none"
"162","SFPQ",-0.501412073980629,0.276839373856474,6.39129844752783,"par_inRCC_vs_LSCC","none"
"163","MSTO1",-0.5132511970261,0.276839373856474,6.39036623445144,"none","none"
"164","SLC40A1",0.774674330122306,0.277803693391184,6.36917932302262,"none","none"
"165","MAGI1",0.516596214071137,0.277803693391184,6.36174165464256,"par_inRCC_vs_LSCC","none"
"166","SUMO2",-0.506056301648058,0.285522622692952,6.29325719126342,"par_inRCC_vs_LSCC","none"
"167","ARRDC4",0.535083952125416,0.285522622692952,6.27528198301391,"par_inRCC_vs_LSCC","none"
"168","STK16",0.48109551380671,0.285522622692952,6.27338270064504,"none","none"
"169","PRPS1",0.483568901599524,0.285522622692952,6.26804842846188,"par_inRCC_vs_LSCC","none"
"170","TMEM167A",0.496311652446978,0.288351367702216,6.23426072718462,"none","none"
"171","PRM2",0.45833639487716,0.288351367702216,6.22865337994835,"par_inRCC_vs_LSCC","none"
"172","RSU1",0.503946548848603,0.288795911944031,6.21202124441618,"par_inRCC_vs_LSCC","none"
"173","PPIF",-0.663935160798798,0.288795911944031,6.20722101146354,"none","none"
"174","RHOT2",-0.533826446656333,0.289446869192928,6.19008905350812,"par_inRCC_vs_LSCC","none"
"175","TDRD15",0.566831470109397,0.290874464738364,6.17071099090235,"par_inRCC_vs_LSCC","none"
"176","HNRNPC",0.526100627982005,0.292363490063505,6.15106153593823,"none","none"
"177","EIF3C",-0.571384820597183,0.292383771949498,6.13212970212114,"par_inRCC_vs_LSCC","none"
"178","FGF10",0.492768839134865,0.292383771949498,6.11883150215862,"par_inRCC_vs_LSCC","none"
"179","CYP2D7",-0.514186181559343,0.292383771949498,6.1037184812198,"par_inRCC_vs_LSCC","none"
"180","ECE2",-0.52875933729133,0.292383771949498,6.10196125311234,"none","none"
"181","FBXO24",-0.485330190927754,0.292383771949498,6.08525426543358,"par_inRCC_vs_LSCC","none"
"182","IL21",0.448090037426365,0.292383771949498,6.07634337387127,"par_inRCC_vs_LSCC","none"
"183","EEF2KMT",-0.511611763240297,0.292383771949498,6.05267289367992,"par_inRCC_vs_LSCC","none"
"184","EFNB3",0.491884016049368,0.292383771949498,6.04447543000325,"par_inRCC_vs_LSCC","none"
"185","ZNFX1",0.490745726296918,0.292383771949498,6.58094890656531,"none","none"
"186","SOX4",-0.567205081763566,0.292383771949498,6.04196290980565,"par_inRCC_vs_LSCC","none"
"187","ATXN7L3",0.459189682895684,0.292383771949498,6.04082244557844,"none","none"
"188","SMARCC1",0.485456762460222,0.29352785350546,6.01404574965207,"none","none"
"189","MXI1",0.493831960635245,0.29352785350546,6.01021977149292,"par_inRCC_vs_LSCC","none"
"190","ESD",0.491242281501489,0.29352785350546,6.00487575264336,"par_inRCC_vs_LSCC","none"
"191","DECR1",0.460944956686694,0.299020431732176,5.96176827915578,"par_inRCC_vs_LSCC","none"
"192","CAPNS1",-0.622653503636364,0.299904755991673,5.94717130816394,"par_inRCC_vs_LSCC","none"
"193","RARRES2",-0.648188192014749,0.30147363664713,5.92826162587734,"par_inRCC_vs_LSCC","none"
"194","ARHGEF15",-0.494676075233137,0.304040433888426,5.90342023994809,"par_inRCC_vs_LSCC","none"
"195","RSRP1",-0.495119890961916,0.305367949791211,5.88624077852318,"par_inRCC_vs_LSCC","none"
"196","TFE3",0.498605226382517,0.305775854725205,5.87457815277636,"par_inRCC_vs_LSCC","none"
"197","DLEU7",0.459072023057117,0.306176153277159,5.86133203196802,"par_inRCC_vs_LSCC","none"
"198","KHDRBS3",0.452610087603777,0.306176153277159,5.85386264784229,"par_inRCC_vs_LSCC","none"
"199","TCOF1",0.459278898431866,0.306661558443127,5.84189750263512,"par_inRCC_vs_LSCC","none"
"200","CAMKK2",0.370909119409998,0.309482012876351,5.81355107622999,"par_inRCC_vs_LSCC","none"
"201","PABPC1",-0.663146193559922,0.309482012876351,5.80645610448902,"par_inRCC_vs_LSCC","none"
"202","MS4A5",0.432301099995205,0.309482012876351,5.79834458958394,"par_inRCC_vs_LSCC","none"
"203","PARP6",0.477279634962829,0.31034078409641,5.78443168123519,"none","none"
"204","XBP1",-1.34768549680766,0.310663578991337,5.78207748616147,"none","none"
"205","NCOA2",0.416090014399509,0.312762790672808,5.75272456667175,"par_inRCC_vs_LSCC","none"
"206","RXRA",0.410679230391615,0.318918726594848,5.7088254090551,"par_inRCC_vs_LSCC","none"
"207","SGTA",0.44858661793671,0.319112533976403,5.69900852066065,"none","none"
"208","IGF2BP3",0.501358217152219,0.322733251520632,5.65210398868863,"par_inRCC_vs_LSCC","none"
"209","RNF170",0.488933319760165,0.322733251520632,6.43885169492993,"par_inRCC_vs_LSCC","none"
"210","SS18L1",0.425612840989564,0.322733251520632,5.77675295370924,"par_inRCC_vs_LSCC","none"
"211","FCGR3A",0.628972168222524,0.322733251520632,5.63118854249273,"none","none"
"212","SCN4A",0.455576822152269,0.322733251520632,5.6279561992362,"par_inRCC_vs_LSCC","none"
"213","PRRT2",0.445421892983663,0.322733251520632,5.62728522945706,"none","none"
"214","LCE3B",0.431900538819417,0.323146384637265,5.60921476203667,"par_inRCC_vs_LSCC","none"
"215","MCRIP2",-0.550207973731481,0.323146384637265,5.60818405183511,"none","none"
"216","ZFP36",1.00554850079545,0.323737453475897,5.60130537082986,"none","none"
"217","CRP",0.444573321794793,0.323737453475897,5.58744559054345,"par_inRCC_vs_LSCC","none"
"218","LDLRAD4",-0.461647054662379,0.323737453475897,5.57369741306659,"par_inRCC_vs_LSCC","none"
"219","LRRTM4",0.454117972301423,0.323737453475897,5.57178297073556,"par_inRCC_vs_LSCC","none"
"220","CMAS",0.510421327122282,0.329030016302069,5.53224407373277,"none","none"
"221","RRN3",-0.504303752312383,0.329030016302069,5.52635903509544,"par_inRCC_vs_LSCC","none"
"222","BICD2",-0.464396858824011,0.33008174250088,5.50800128316697,"par_inRCC_vs_LSCC","none"
"223","TM2D3",0.389562019222588,0.33008174250088,5.49776930293594,"par_inRCC_vs_LSCC","none"
"224","RGL1",0.455624948459782,0.33008174250088,5.49645557323712,"par_inRCC_vs_LSCC","none"
"225","CCT5",0.539169818126761,0.332681935618925,5.47440919480156,"par_inRCC_vs_LSCC","none"
"226","EIF5A",-0.529943382658391,0.334923417506464,5.45443608844475,"par_inRCC_vs_LSCC","none"
"227","BANK1",-0.592741523757502,0.335442578531203,5.44405633964522,"none","none"
"228","NDUFB7",-0.482988697976854,0.338977271800988,5.41712595785721,"par_inRCC_vs_LSCC","none"
"229","PRSS23",0.741528309532197,0.339449457570972,5.41048666343917,"par_inRCC_vs_LSCC","none"
"230","SMDT1",-0.447153311104109,0.340432737755441,5.39383812014484,"none","none"
"231","CTSW",0.429224689864653,0.340481219766333,5.38061972692732,"par_inRCC_vs_LSCC","none"
"232","SLC35E2A",-0.42806277194643,0.340481219766333,5.37540321761987,"none","none"
"233","RAC2",-0.539778333173509,0.340481219766333,5.3667371705084,"par_inRCC_vs_LSCC","none"
"234","CHN2",0.442090210760252,0.340481219766333,5.35620016662378,"par_inRCC_vs_LSCC","none"
"235","NNAT",0.460321791059709,0.340481219766333,5.35401375889531,"par_inRCC_vs_LSCC","none"
"236","CTNND1",-0.620134248755947,0.340481219766333,5.34755418761408,"par_inRCC_vs_LSCC","none"
"237","C2orf81",0.442622731136235,0.341110681708369,5.32698432211801,"par_inRCC_vs_LSCC","none"
"238","TTC34",-0.480333813025799,0.341110681708369,5.30864267379851,"none","none"
"239","BTG2",-0.947917097585844,0.341110681708369,5.31347185486418,"par_inRCC_vs_LSCC","none"
"240","RPL36",-0.575826488583125,0.341110681708369,5.30231181417542,"none","none"
"241","MASTL",0.502769376632476,0.341110681708369,5.29373951976063,"none","none"
"242","RUNDC1",-0.434862857793713,0.341110681708369,5.29072466806949,"none","none"
"243","GALNT11",0.499872608265133,0.341110681708369,5.29038549185704,"par_inRCC_vs_LSCC","none"
"244","C3AR1",0.430367903965197,0.341110681708369,5.28475130151623,"par_inRCC_vs_LSCC","none"
"245","PKNOX2",-0.537000079371947,0.343501609012693,5.26500269969932,"par_inRCC_vs_LSCC","none"
"246","POLH",0.418073545428946,0.346989945265591,5.23973568637416,"par_inRCC_vs_LSCC","none"
"247","R3HCC1L",0.474328904455503,0.353973458703823,5.19199392866438,"par_inRCC_vs_LSCC","none"
"248","GNA13",0.373068526467778,0.353973458703823,5.1898389758858,"none","none"
"249","C1orf122",-0.485151372560504,0.354004455057898,5.18252316314307,"none","none"
"250","ELK4",0.422319375085599,0.354514329901754,5.17283309108354,"none","none"
"251","SLC38A10",-0.472364550503543,0.354582967901692,5.16538900647932,"par_inRCC_vs_LSCC","none"
"252","EOMES",0.463984903904103,0.354949256429999,5.15069588455903,"par_inRCC_vs_LSCC","none"
"253","CLCA1",0.459876680416872,0.354949256429999,5.13949010636903,"par_inRCC_vs_LSCC","none"
"254","KRTAP10-3",-0.535919298457513,0.354949256429999,5.13015723792324,"par_inRCC_vs_LSCC","none"
"255","PRPF8",0.446352485990951,0.354949256429999,5.12758011257734,"par_inRCC_vs_LSCC","none"
"256","SLTM",0.395144707028103,0.354949256429999,5.12619263453173,"par_inRCC_vs_LSCC","none"
"257","TNP1",0.606305694304135,0.354949256429999,5.12172659345425,"par_inRCC_vs_LSCC","none"
"258","COX16",-0.412318430794545,0.358945307586834,5.09221264727003,"par_inRCC_vs_LSCC","none"
"259","TRIO",-0.546318556832616,0.358945307586834,5.08792581001984,"par_inRCC_vs_LSCC","none"
"260","ENY2",0.453442871868154,0.359913533956551,5.07268255045663,"par_inRCC_vs_LSCC","none"
"261","NUBPL",0.421614783467127,0.359913533956551,5.0491531287961,"par_inRCC_vs_LSCC","none"
"262","EGF",0.455096463034773,0.359913533956551,5.04412702204284,"par_inRCC_vs_LSCC","none"
"263","EVX1",-0.530951955259572,0.359913533956551,5.0366805937125,"par_inRCC_vs_LSCC","none"
"264","BARX2",0.447696854262649,0.359913533956551,5.03662305105171,"par_inRCC_vs_LSCC","none"
"265","SLC7A2",0.476997881571245,0.359913533956551,5.02967601156003,"par_inRCC_vs_LSCC","none"
"266","LPIN1",-0.47402418477986,0.359913533956551,5.02579940814143,"none","none"
"267","HNRNPH1",-0.435028574714781,0.359913533956551,5.02579202364525,"par_inRCC_vs_LSCC","none"
"268","SNX5",-0.417392565454598,0.359913533956551,5.02257546863442,"none","none"
"269","TAF1B",0.418993064178758,0.360300517531294,5.00495110734428,"par_inRCC_vs_LSCC","none"
"270","SLC16A2",0.430924946361915,0.360300517531294,5.0017582281791,"par_inRCC_vs_LSCC","none"
"271","GPATCH11",0.404152599045067,0.360300517531294,5.00095461663981,"par_inRCC_vs_LSCC","none"
"272","SLC46A3",0.428730252215302,0.368447765015504,4.95419127293726,"par_inRCC_vs_LSCC","none"
"273","HNRNPA2B1",-0.495718608322055,0.368447765015504,4.94432550326202,"par_inRCC_vs_LSCC","none"
"274","GJC2",-0.556139634839403,0.368447765015504,4.94106490737626,"par_inRCC_vs_LSCC","none"
"275","S1PR2",-0.452103006754788,0.368447765015504,4.93547132163877,"none","none"
"276","FAT3",0.399649768615273,0.374007565891953,4.89861023374314,"par_inRCC_vs_LSCC","none"
"277","FGF18",0.403492724652263,0.374007565891953,4.89620877169272,"none","none"
"278","RPN2",-0.566126295380765,0.376687814564727,4.87724162580929,"par_inRCC_vs_LSCC","none"
"279","ORM2",-0.512959655610033,0.38019639927254,4.85454937749287,"par_inRCC_vs_LSCC","none"
"280","SLMAP",0.436023031772844,0.380408688424431,4.84725516914177,"par_inRCC_vs_LSCC","none"
"281","DEFB128",0.463628543882912,0.381927648375578,4.82477210995488,"par_inRCC_vs_LSCC","none"
"282","C1QA",0.960695241065531,0.381927648375578,4.82905706362875,"none","none"
"283","AP2B1",0.381011820253328,0.381927648375578,4.82144417907188,"none","none"
"284","TMEM50B",-0.407539566964591,0.383194923025464,4.8016450987698,"par_inRCC_vs_LSCC","none"
"285","RPS6",-0.551953749802287,0.383194923025464,4.78539917959518,"none","none"
"286","TMA7",-0.397006166130877,0.383194923025464,4.77525876927136,"par_inRCC_vs_LSCC","none"
"287","RPL5",-0.502376966810803,0.383194923025464,4.75535357188259,"none","none"
"288","CRMP1",0.474847527192378,0.383194923025464,4.75491597215604,"par_inRCC_vs_LSCC","none"
"289","TCIRG1",-0.446960262821723,0.383194923025464,4.75006564344966,"par_inRCC_vs_LSCC","none"
